3.360000000000000209e-01,1.100000000000000110e-02,2.640000000000000124e-01,7.149999999999999689e-01,6.859999999999999432e-01
9.600000000000000200e-02,2.969999999999999862e-01,6.159999999999999920e-01,3.520000000000000351e-01,1.399999999999999856e-02
1.159999999999999920e-01,3.300000000000000155e-01,6.270000000000000018e-01,2.419999999999999929e-01,1.819999999999999951e-01
1.320000000000000062e-01,5.170000000000000151e-01,2.750000000000000222e-01,3.300000000000000155e-01,2.030000000000000138e-01
